uid,bid,stars
31274,7307,4
14545,1413,3
15209,5181,4
19241,271,4
10304,1482,5
15655,11029,4
166,6239,5
29945,11614,2
40069,1121,1
25430,10029,4
11949,4349,1
24090,8091,5
26876,597,2
29294,3849,4
9301,7144,5
5919,9479,4
4022,4043,1
33132,11865,4
8310,5355,3
8838,2710,4
14955,9078,4
12788,7324,4
31562,11199,3
9420,2444,4
19691,8085,4
32650,5148,4
37365,3895,3
36101,5584,3
33340,8770,5
36981,6401,5
8537,3948,5
22030,2996,4
31478,9277,5
17122,2825,5
9322,3755,4
3478,3919,3
38730,5825,2
3961,354,3
12359,4450,4
31141,7105,5
18551,11464,3
5350,5304,5
36151,4110,1
36351,10272,5
677,4350,4
35791,2640,5
23830,6841,1
17737,1840,4
15706,7882,3
7176,8192,3
27557,2868,4
27803,95,1
11319,7430,5
6859,9206,5
5497,8305,3
20339,10664,5
12267,810,4
11497,5029,5
22989,9925,1
22912,10211,1
7913,4119,5
29366,6309,2
18205,11846,4
18740,2344,3
12239,2372,4
14532,5748,2
38028,9035,5
7710,6302,3
9228,3628,3
7066,11043,4
3985,8573,4
5969,11777,4
26726,9428,5
5366,3502,5
8727,11236,2
27988,352,4
29329,11693,5
24578,354,5
37415,5748,4
8598,5195,5
33380,459,5
37662,2643,4
14545,7238,4
38951,1067,5
14869,2630,4
22935,2745,5
36678,1131,4
34772,2479,5
7636,7019,5
17657,7374,4
24225,2699,5
11196,1737,4
13809,10421,3
5969,8911,4
4997,9923,2
4241,10599,5
7616,11586,2
27808,6123,2
38564,1571,1
13269,6000,1
16763,7816,5
4241,2165,2
10303,11004,5
40066,6057,4
31076,9160,4
22346,9737,5
23957,2879,4
38533,7690,4
2030,11627,4
18758,9969,5
13940,2300,5
20124,7977,1
4130,11998,4
29859,3614,1
7409,3570,5
12593,2973,4
27606,11396,5
18148,6799,2
13819,5691,3
11983,9718,4
32043,10135,1
34503,11491,3
10195,6854,4
32543,4012,5
17749,2365,4
3564,3025,5
9030,10202,2
13956,7842,5
6128,6587,5
33543,6784,4
14492,8005,3
15435,297,3
25105,10663,4
12265,3604,4
24252,3162,1
16869,6058,4
33057,611,5
31070,727,2
30351,1264,5
4862,1931,5
24332,11302,1
22574,11779,4
12328,9123,4
8259,7019,5
5458,8405,4
8299,8846,5
28028,11722,4
7376,5686,5
4649,5145,4
14862,2936,1
20626,3480,5
40910,3404,4
5521,10900,4
36182,4997,5
8392,7886,3
29493,7476,1
27453,7717,5
25814,4367,4
13823,98,4
20563,1190,1
33192,1685,1
27374,2375,4
17749,9909,5
6943,9526,5
14313,11592,5
11905,9079,3
27220,885,5
13445,4523,5
18372,10457,3
3985,11370,1
22177,2081,4
15574,1406,5
25294,8222,5
38974,5537,4
25814,7093,5
15467,4412,5
23913,11325,3
35694,7086,2
29348,8451,4
10676,5020,3
10267,2458,2
6029,1365,3
17083,8539,5
21923,8177,4
30024,11061,5
14117,10392,5
17767,11364,3
12643,6011,2
8622,5414,3
8007,902,2
41114,10568,5
15990,3646,5
16066,2251,3
10358,7745,3
21885,6885,4
18343,5660,3
23200,7051,1
17382,6377,4
30520,1109,2
30716,341,5
31070,9338,3
37457,9789,3
5392,1397,1
24857,8038,5
22165,9724,4
16691,11054,4
13462,6609,5
34727,8359,1
3564,10184,5
7757,5695,4
21486,9605,1
8061,4406,2
12677,9099,4
9734,6312,4
21891,5939,5
20600,4344,4
38145,1980,5
38632,6452,1
10409,478,4
17280,4725,3
17154,4883,5
29657,5263,1
41189,10415,5
16286,5213,3
7677,4928,5
27208,10583,4
29735,11233,4
16223,4821,3
6083,4885,4
27963,10328,5
23798,10984,3
25294,1547,3
19096,4705,2
16214,5923,4
8855,8202,4
14738,282,1
16445,8607,4
34360,7347,5
19761,9663,5
36152,9099,3
9475,10180,3
24948,2090,3
21495,10896,4
14483,10268,1
12214,8911,3
21850,1987,3
10246,10440,4
11467,1123,4
31497,6979,4
15981,6892,3
25141,412,5
24406,7974,4
23865,8403,4
4036,10616,4
13776,4554,3
3651,9654,1
10562,10693,4
7010,5203,3
28390,4035,5
33543,735,3
6254,7508,4
17617,5388,4
17755,8416,4
16382,1388,5
25748,1642,5
6331,749,4
4000,768,3
32617,5305,4
11278,5100,1
16169,1253,5
20121,1021,4
15259,10320,5
19752,11288,4
14248,39,5
26149,1575,5
29005,7344,3
19593,8469,5
19655,284,4
15707,11596,2
9258,9688,4
27808,7063,4
29899,4695,3
34614,4331,3
18521,11817,1
12234,4329,1
16513,5985,4
23913,9664,4
3168,11253,5
11942,3026,3
33367,11790,2
9535,7051,4
38506,961,2
37493,10370,3
7071,5388,5
17755,694,4
23968,5217,4
25572,11199,5
20120,3290,4
40127,9687,5
10617,2183,3
18076,1906,5
6009,3928,4
13823,7171,4
37387,9034,2
6346,9373,4
28332,9996,5
34689,4054,5
11293,10125,5
15018,11218,2
15313,11412,1
6328,3448,5
29143,5985,4
19730,3411,3
16287,10418,5
17654,85,3
31672,11243,4
31506,8109,5
16819,986,5
16446,6573,5
4079,8656,1
12103,9544,4
17012,880,5
7500,9003,5
3527,11645,5
5440,10276,3
5987,3160,2
11109,2490,5
27808,7943,5
10891,5786,2
2692,373,5
17817,11753,3
18057,4162,5
37904,5357,5
13940,2449,4
11331,3635,5
16169,62,4
3961,11483,5
7418,8572,5
12265,9370,5
20688,3367,5
22577,1318,5
27494,9532,5
5570,6134,5
8788,9026,1
7429,2249,1
26159,21,2
25679,6116,5
35392,672,5
16464,3410,4
25714,8732,1
35250,10443,4
36480,9866,5
37325,4255,1
8259,2683,5
20029,3343,4
11928,9544,4
4775,9433,5
31262,9100,4
30654,5711,5
11904,1762,3
25680,11211,4
4329,11171,1
32972,5371,4
10463,2579,3
16869,1846,4
5554,4567,1
2383,6724,5
26754,6388,2
27988,11345,4
14730,5241,1
20759,5610,5
532,9617,4
12656,2504,5
14029,4366,5
28672,9758,5
36020,2588,3
3991,5681,5
27280,11026,3
16464,10497,3
18414,5238,5
4340,5979,5
7611,7251,5
20711,10780,5
38818,4033,5
18917,7987,3
9556,5302,4
33863,9834,5
32412,1559,5
11024,1829,5
29405,3990,5
26078,4105,4
9295,5145,5
27144,9996,5
27512,9016,5
7019,6101,5
10246,7920,4
24649,569,3
29449,4863,4
7542,8950,5
3329,6693,1
6592,1993,2
10287,7200,5
7019,11181,5
11721,11064,1
16212,1839,5
24115,3180,4
10362,10294,5
25264,3538,4
16714,7414,5
26159,8355,2
24968,1532,5
19013,10716,3
11942,8709,5
12589,1597,4
27512,4240,5
14230,7830,1
29307,10568,5
32550,3332,1
4070,6571,5
31422,6645,2
8042,8846,2
33516,6464,4
7710,2491,4
20120,11206,3
23550,8147,4
22501,4428,2
10289,2788,4
10891,2691,5
24864,11416,4
21203,5115,3
10839,3588,5
26987,6979,3
5917,6506,1
8213,5997,4
37478,5756,4
17207,3561,5
921,6021,4
4554,10282,3
6640,3115,5
6090,6772,3
29329,2015,4
1863,10009,1
7045,5012,4
12871,3496,4
16087,6864,5
36492,390,5
23969,9958,5
23169,9220,5
23913,11757,4
30656,576,3
4294,8381,5
7450,11169,5
9387,9502,3
16009,6302,1
4554,10025,4
21436,11374,4
20103,11206,1
4563,9598,4
23200,9829,3
35080,906,3
12506,5745,5
6100,9026,1
13874,10437,5
30444,9081,5
7766,2835,3
22359,872,4
9564,6806,4
1586,9309,3
27385,2684,4
6331,3909,5
19704,6856,2
37937,10005,5
36151,8213,3
9295,4193,3
40779,2881,5
21363,7115,4
16108,1394,4
5115,8928,5
10999,8645,1
39256,2549,3
10354,11108,2
4905,6940,4
29329,4349,5
41300,11537,5
23806,6063,5
6771,9557,5
3849,1200,5
23543,3194,2
19771,11309,5
14961,7163,1
13055,8036,5
10562,2538,4
30327,2382,5
11400,2875,4
38354,2350,3
21492,2449,1
24172,8395,5
4528,1687,4
9456,2382,5
36128,6962,3
4552,1260,2
21203,4961,4
7215,5989,3
8983,4746,5
9060,11854,5
36108,77,5
20384,468,2
16856,3502,5
16262,8468,4
35532,4810,2
40779,1255,4
17657,7015,4
17063,7995,5
83,12023,4
9456,3304,4
15043,7039,4
20561,3774,3
5969,11906,3
10562,5804,5
9489,10751,2
34790,1061,4
31433,3926,5
38865,4664,2
34129,4058,1
40699,932,4
12365,5500,5
31783,7845,5
31713,3863,1
6239,1425,4
12239,8781,4
34353,11416,5
8594,10613,5
28973,5886,1
16060,5579,1
40551,9194,4
14871,1804,4
11501,9667,4
12463,11464,1
19441,11696,3
27317,4446,1
27407,7138,4
40120,628,5
26234,4428,5
10837,6762,5
5969,6415,4
38003,9864,3
21533,11724,3
40574,7255,3
22301,4066,4
20243,739,4
12781,8526,4
31773,3744,2
31672,8402,5
27765,9177,4
27420,1098,4
15105,11288,1
7454,11467,4
3179,11310,5
35048,1802,3
5527,1473,4
9301,6751,5
7315,11341,4
8246,711,2
10036,3142,5
24146,6174,2
25679,10947,4
4125,3873,4
8935,7333,4
15769,3696,1
21412,2282,5
30611,8228,5
20436,3659,4
21843,828,5
18645,4498,5
7409,7795,5
25259,19,4
6399,813,5
37005,363,4
9660,11059,5
12188,3368,5
40689,5149,5
32595,10646,2
12299,4215,5
31447,10343,5
25725,4399,3
17789,7231,5
8858,1067,5
14532,2251,2
14053,11799,4
17669,3116,4
12940,699,4
37297,1132,5
21434,4492,5
2225,1915,4
24088,8962,4
8691,11699,2
3178,10241,2
37693,5280,2
21210,11102,2
2622,11357,5
23433,1486,5
22237,854,4
9046,10951,5
1640,2090,5
20250,5372,5
2672,6464,4
21891,3191,5
25832,4147,1
25585,1147,1
13776,6715,4
30495,7829,4
32949,901,5
15042,3526,4
35017,3540,4
28724,2070,4
7345,234,4
4905,3321,3
6182,11218,1
10512,3482,5
27708,5137,2
16911,5759,5
15932,4122,4
27988,6151,4
12971,10430,4
34634,9422,5
33978,11890,3
34423,9992,5
38334,10491,4
7312,11198,5
11055,10646,5
8966,8804,3
7636,8980,3
7011,6518,5
12315,2618,5
20755,6809,3
25590,350,4
30801,9304,5
17207,2898,1
4458,11739,4
15043,8605,3
23913,5086,3
20250,7566,5
13899,1135,4
12788,985,4
19375,563,5
32372,4811,5
8014,9605,4
16464,2144,4
37700,11738,1
23861,11694,2
7682,5654,2
14791,972,5
22708,8903,1
33919,10731,5
27722,3770,1
25714,1843,1
16287,9846,4
27127,5685,5
27655,5106,4
25603,1920,4
27692,10903,3
16173,2441,5
16308,3105,3
10081,653,2
17012,1720,4
6095,2063,4
10576,7966,4
18551,548,3
13196,5724,4
23734,8697,5
7674,1158,2
26638,7530,4
33253,5585,5
11496,11853,5
19607,9426,5
3386,2680,5
5458,967,3
33193,8996,2
27703,10449,5
41272,4144,5
4878,1356,3
16279,11668,4
17524,1934,5
11457,6672,5
26159,387,5
38707,366,2
9271,3371,5
30656,4205,2
35563,11111,5
16634,5233,3
31558,4952,5
35758,709,1
6500,3790,3
34746,7480,5
12336,5028,5
36532,2966,4
4133,11843,4
11220,1867,5
37138,11989,4
15898,11738,1
5720,441,5
9399,5442,2
2816,6298,1
14131,1312,5
5969,2747,3
4036,6250,3
5969,5372,4
11446,4292,4
32576,8670,1
8589,10938,5
24722,6212,5
37070,3502,5
29307,9637,5
22178,7624,4
34348,7777,4
14068,9723,5
23139,8222,5
17144,11547,5
12791,5182,5
25073,11334,4
31209,7897,4
4828,11769,4
12408,1753,4
36178,6891,5
38533,11787,2
13445,1503,5
6666,6562,1
33484,7872,5
8484,5453,4
10129,9544,4
15269,1140,5
18057,1043,3
10814,9842,2
31088,9111,4
5969,5332,4
9969,5440,3
18343,6450,3
15858,5041,5
8160,11040,5
29568,9881,5
24889,438,3
28672,9964,4
30955,4620,5
24718,298,5
12188,1654,4
11583,5428,3
19426,9881,3
16262,2874,3
22859,8769,2
14239,11396,3
35694,1957,5
20039,9148,1
25814,1224,5
27721,4342,2
11014,9744,5
12304,2412,4
7376,6667,4
12910,7805,5
35031,5248,2
32765,532,5
25920,5633,5
5583,11061,5
34492,6940,5
16533,3992,4
20834,11624,5
10679,8314,5
19691,10552,4
12731,6436,1
12801,10551,5
12788,2207,3
22314,6406,5
16731,614,4
30816,11222,5
29187,1360,5
10923,10856,4
19441,7153,3
32964,10166,3
15332,3502,5
4636,3789,2
12725,10321,4
5270,11033,4
34201,10503,5
3900,10716,4
13050,6247,4
15859,6115,4
5169,11640,3
9660,5125,5
15326,8032,2
27557,2493,4
36987,6620,5
18343,8607,3
12916,8207,2
19520,2965,4
13007,7808,3
30100,11004,4
4070,6527,4
23397,7471,2
36091,1919,1
8605,7624,2
38617,7557,5
21850,5733,5
35550,3305,5
34662,6754,5
16017,129,3
27709,1633,5
7690,1706,5
26234,8545,4
32650,612,2
30321,10909,4
16562,10265,5
4878,8004,5
13963,7982,5
34051,4560,5
18138,5388,4
16214,569,5
26012,1668,4
8691,11894,4
33920,6535,5
16350,4250,4
40130,11356,1
19509,5992,5
10358,5788,5
27120,6389,3
11983,10279,4
35542,1921,1
36351,2362,4
36362,627,5
23952,3561,5
11293,3540,4
31729,10573,5
12677,8671,5
27512,8151,1
25590,4061,4
27348,4554,2
4522,3462,5
39912,5654,4
8498,3520,5
25595,8659,5
4122,7797,4
10304,1061,4
8878,4581,1
10593,282,2
38633,11847,4
29037,8526,5
22327,9720,3
8713,10876,4
26159,10692,3
39589,7818,5
34233,9417,4
6491,9834,4
30144,10302,5
29212,4957,4
3275,3863,5
3958,7278,1
28295,7832,1
8010,9274,5
10819,3427,5
4000,2830,5
14439,10977,4
21431,1907,3
9792,2208,5
12239,122,4
27006,7449,5
19721,4054,5
10535,7628,5
14010,5917,5
13921,819,4
24934,3798,3
12915,2532,1
18479,3400,1
10304,5304,4
18551,2147,3
32575,10575,1
26654,1714,5
15785,5685,4
14901,285,5
10664,8376,3
41704,7473,2
7708,5849,4
13449,498,1
33367,10211,5
19958,4120,3
10205,11461,5
39912,4969,4
19761,2157,5
27317,11550,5
22125,2079,3
27317,11104,5
11974,1109,5
10814,11955,2
31282,444,5
25162,329,1
27884,6140,4
39713,741,4
4270,8753,2
29294,4361,4
7395,5858,5
23031,7918,5
27958,2144,4
12278,8309,5
17300,10268,1
25092,8480,3
5548,1369,1
39912,9627,4
15655,11384,4
7019,8112,5
21648,8034,5
6091,4834,3
4186,5121,5
9734,4169,3
3278,4936,5
36332,11461,5
5102,9751,1
13196,317,5
9146,2689,5
25814,11691,5
948,6678,5
16202,11859,1
29750,7430,5
12082,8769,2
38619,8809,5
33635,5040,1
30533,341,3
32851,984,5
33518,8198,5
13285,8932,2
21896,3152,3
4801,9247,4
4508,2674,2
31417,9605,1
36133,6277,2
27507,7788,1
8749,7337,5
28973,4579,1
19246,8601,5
19357,7739,5
29435,6740,5
26876,11825,3
9446,5245,1
13471,10265,5
23817,9267,4
14799,1614,2
11904,6450,4
34631,5935,4
4684,11811,5
11518,6856,5
12844,350,3
12809,2971,5
23984,5759,3
25893,9134,3
25544,3316,5
2724,10440,5
16214,4441,3
11180,2458,5
24948,4280,4
20649,10191,3
38840,2482,5
18478,3630,4
4282,3085,4
30601,10224,2
22222,1284,3
14264,27,2
20454,3201,5
29507,163,4
36904,4684,4
4206,4263,5
27530,11853,4
14870,8657,2
10246,11492,3
11379,7890,3
38929,4776,5
12960,1348,5
12940,9846,4
33109,5887,5
9699,5889,4
38463,2618,4
8198,1890,3
15990,1703,5
41090,3699,5
10457,11825,2
37126,4600,1
14328,10430,5
13939,9992,5
16181,10464,5
36532,9308,4
24698,6157,1
8788,11263,5
29890,6910,5
3329,3889,5
3805,9958,2
36069,4996,2
17796,8730,5
23644,5618,5
31826,10880,5
21542,10731,5
19990,3408,5
36784,5298,5
14943,2064,4
25323,8949,5
6540,4848,4
14862,9074,4
15157,1948,5
16389,11704,5
23317,11533,3
15993,5374,2
29342,10192,1
7226,415,4
34186,8763,5
11457,7401,5
21850,4349,3
41652,8493,5
33183,7053,5
5626,203,5
11904,9012,3
8855,4338,5
7188,8539,4
36332,11166,4
27128,5929,4
5816,10283,4
18478,4726,4
1300,9132,5
6254,4510,3
23337,6341,4
33543,2378,3
11024,5881,3
7065,8386,4
21504,9503,5
10195,812,4
16509,11918,5
33554,5884,1
23389,10482,2
41408,1838,5
5673,6757,5
26144,3021,4
7698,867,4
8195,7686,5
39718,186,1
39098,9656,3
1050,7493,2
32590,11064,2
26390,4125,4
7019,12009,4
5969,10092,4
29920,6208,4
25828,4915,4
25692,3274,4
38955,4434,4
17105,7093,5
30016,4154,1
37815,4206,2
27765,9723,4
105,9158,5
27130,652,5
36680,1273,4
20594,1731,2
23965,4593,4
3987,635,3
22619,3362,5
36904,614,4
23550,731,5
20850,9030,5
11330,8218,5
41077,8830,5
9042,2785,3
32219,9199,2
4859,8539,3
20057,2629,4
21533,5529,4
32939,11562,4
31300,11834,5
26658,6958,3
27642,10897,4
33132,6033,3
29527,4079,5
21998,3921,4
5136,6291,5
19520,1174,2
38194,8815,3
12719,7366,3
21864,11777,5
15728,5390,5
7794,11505,5
27721,10802,5
5969,3184,3
39954,5254,3
17039,4855,5
11178,2179,4
38965,9414,5
18206,2429,3
10921,10317,3
36351,5523,4
12109,6090,5
25357,3182,5
31826,21,5
32927,9836,3
23811,6864,5
19629,3131,3
36775,11858,5
17657,1273,4
26861,864,4
23968,974,5
10664,9022,4
31334,2295,5
12803,4933,3
38540,3660,5
7386,9423,5
23213,5846,3
18382,4379,4
6132,6149,5
31977,2489,1
4125,10722,4
27985,7630,5
15654,2648,5
4340,74,2
19648,5254,5
26708,5312,2
14086,10930,3
10246,4857,5
40406,4458,5
4270,8327,4
20691,6423,5
9222,11091,5
14870,11377,5
25692,12037,5
19438,655,5
4859,11513,3
1190,3047,4
14189,2279,5
16279,7600,3
16262,10933,4
26730,390,1
17909,3215,5
11180,2762,1
5952,10243,2
29307,11777,3
11193,10679,5
12731,508,4
34300,2575,5
18551,2223,3
12916,9466,1
4036,7445,3
38206,1158,5
22841,11214,1
37989,11644,5
38138,11794,5
11974,8981,3
18028,11401,3
15858,9879,5
12239,2037,5
18673,9840,4
4878,11712,3
22125,3789,4
20600,12037,5
6384,301,4
14603,9294,5
20436,779,5
12099,10115,5
13899,8680,5
20443,8151,5
39187,1377,2
22314,3316,3
4559,10629,4
39274,7319,5
31201,3376,1
17170,502,5
12533,1352,5
27083,5878,1
12173,9591,5
10562,6067,5
5971,817,5
21821,6780,1
20120,4165,4
16262,9568,4
13177,9899,5
7066,8736,4
27200,8685,4
16382,9304,5
8010,11261,5
41269,9660,4
14235,3723,3
23241,3193,5
21214,4919,5
4616,4699,1
9721,842,5
38048,9791,4
33842,1284,3
21737,8965,4
6182,9420,2
25160,9933,2
34348,1207,5
30882,11638,3
34324,3180,5
13148,10202,2
15594,1268,4
13116,9491,3
38216,4655,4
20914,3570,1
30552,4075,4
24475,6837,5
17869,1401,4
27808,6410,1
30786,6816,4
21364,487,5
14894,4977,5
19903,869,5
13196,7998,4
36107,10493,5
38863,8016,4
8103,1401,4
11504,1519,4
7045,4652,4
10676,3734,3
23458,10903,1
10562,9066,4
34664,10369,2
30108,5557,1
3178,1195,5
12610,3290,4
8452,10369,5
23453,1666,4
10534,10420,5
13881,4810,5
31232,5581,4
16945,2833,4
11761,10392,1
16178,6066,5
20057,7269,1
11024,1824,2
4158,10467,5
15640,7257,5
10380,5939,5
35136,227,5
28839,1268,5
4816,5238,5
27072,1111,3
36555,5960,2
4499,3651,3
32650,7567,5
21426,9930,5
12239,10324,4
19490,7282,4
14368,1503,5
31549,4649,3
37189,10530,4
28197,11363,5
25430,9019,3
14226,7220,4
16618,2424,4
25102,10478,4
4096,11527,4
20120,8903,4
4340,4895,1
30448,9253,5
14215,3909,3
13830,8398,3
23200,524,5
12975,2766,5
22460,3785,4
31469,6383,5
6788,3711,5
24475,1060,5
7045,11918,4
37804,1030,4
26097,1293,4
24282,634,5
35686,7766,4
39195,1413,5
7513,5055,5
36148,11461,5
21718,592,3
29080,11513,5
18673,10374,4
15858,643,3
8605,2357,4
19761,3980,2
18009,3580,1
10747,1663,5
24225,1862,2
18522,940,5
3987,9009,3
40412,11303,5
592,3849,4
3027,9815,5
5969,6977,4
41062,6592,5
5449,6863,3
7020,7460,4
36558,6171,5
4397,3840,4
21896,9145,1
591,5385,5
25139,11570,5
8057,6274,5
27988,11263,4
19823,11271,4
30786,2813,3
9114,11047,5
18478,9759,4
14046,6854,3
21080,10946,5
18551,6754,3
15118,9544,5
19648,2399,5
27139,7644,3
10202,140,4
3988,658,5
25814,7265,5
15209,5692,4
20355,8526,4
26864,7968,4
14207,8949,4
26144,11814,3
17995,3040,1
5516,1721,4
12336,484,4
6186,2744,4
22928,392,5
13235,7096,4
26025,467,4
30865,8386,5
19633,1268,3
36722,8110,4
26933,12035,3
33132,6338,3
26275,8618,5
19489,11638,1
6534,200,4
14208,4420,3
17817,4284,4
14830,7578,5
12876,9402,2
5527,2844,5
31602,400,4
15456,3871,4
6862,4686,4
3640,1822,3
38044,12,3
18340,5233,4
25967,11419,4
35531,11542,5
32543,6623,5
5126,7352,5
19441,11236,4
10944,5081,3
22040,2295,4
21271,5759,5
17320,1370,4
24634,7715,5
16214,1183,4
30656,1484,3
22050,2613,5
22178,6827,5
2406,905,4
11178,10640,4
13956,6020,4
24986,2692,5
38215,10820,5
8608,1589,4
36107,3370,2
9495,7369,5
6984,9666,5
11500,7407,4
27120,11715,3
40245,4103,5
14357,9028,5
28052,7648,5
11496,6025,2
21240,919,3
18819,3919,5
35183,4867,5
35544,3319,1
35766,11614,5
29005,6268,2
39054,11647,3
1860,2312,1
12299,7624,5
8795,1557,3
12528,730,4
14719,1689,4
7266,2965,4
32964,11543,3
34219,7139,5
15670,4963,5
4000,7562,2
6500,4361,5
14910,1983,5
8701,5845,4
16903,2574,5
21577,3995,3
41629,9573,5
24440,2396,4
24589,8880,5
12768,7015,3
11356,6354,4
8622,3631,3
31507,4021,3
12303,8140,4
40412,1168,3
19655,8526,2
30185,3845,5
29122,912,1
20067,2494,3
16851,8539,5
16893,3240,4
10742,11312,3
6793,4670,5
34337,3440,5
7814,9368,4
11928,2383,4
12781,7865,5
17560,8911,5
15858,3719,3
36994,7958,3
14321,5694,2
7962,2829,5
32771,9272,5
14385,5269,4
24886,11766,5
34634,1740,2
9501,11836,5
12788,9931,4
31773,11127,4
29657,3435,5
22292,3889,5
24334,408,4
34705,8451,5
2415,2840,3
39497,11255,1
18096,9604,4
12432,3909,5
17694,11160,3
12954,7113,2
6989,1736,5
8795,11402,4
6415,1152,5
38881,8607,4
4878,4287,4
32993,11402,5
37980,11429,3
19227,691,4
15488,6469,1
39912,6933,4
3650,11653,4
21993,341,3
29125,12037,5
41248,9412,5
15780,7197,5
9322,5578,5
5677,42,3
19735,4060,5
16570,9636,5
16214,7337,4
1800,2329,5
9171,1710,5
17619,888,5
36987,6840,5
22241,6565,5
17817,731,5
5884,11157,4
10402,4406,5
4015,5103,3
6659,2618,5
28781,2067,5
20844,194,5
18756,1060,5
21397,8430,3
24225,3820,5
23389,9796,4
20603,5179,4
18478,10697,4
10178,3021,1
10499,3611,1
20898,9100,5
16202,2662,4
29694,6315,5
30601,11070,4
12719,4708,3
12413,9255,5
21260,10476,5
14185,6,5
4563,11289,1
34884,9032,5
24958,9424,4
19744,580,4
7319,622,5
5969,3549,3
16744,9706,4
33824,6877,2
5969,10639,3
32539,9748,5
25179,2059,4
20922,10451,5
13887,1490,4
19414,10673,5
5969,4961,3
4862,5998,5
15728,2696,2
23811,4756,2
5623,3362,3
18593,1233,3
5884,9918,4
18017,7173,5
4649,11765,4
17629,7787,5
30792,9051,1
26483,1405,5
11440,10077,2
25453,9472,4
12835,4344,5
28449,1392,5
33646,6742,5
21977,4062,5
14909,10753,5
14163,2125,3
11399,10569,4
18057,9935,4
5852,2081,4
10847,10947,5
3991,11691,5
12239,3746,4
31095,5416,5
37013,10303,4
21850,7203,4
21402,12037,3
30100,9285,5
10944,5558,4
27375,5973,4
8197,1710,5
33125,7206,5
34281,8653,4
16202,1370,5
22181,9838,5
18345,8849,4
22279,5187,3
18106,2445,5
38974,10379,5
33135,5157,5
16977,4128,5
20565,10263,5
12490,8793,4
6196,1209,4
21260,1666,5
27557,5126,4
10694,6925,3
24987,7941,5
16065,10520,5
17463,11377,1
40668,6856,4
16066,10937,3
19520,674,5
4424,1983,5
21718,5421,2
22534,7377,5
7376,10358,4
8752,10666,4
8863,4375,4
22658,9698,1
18740,2893,1
10016,2611,5
30495,719,5
17641,5906,5
25814,11701,5
6495,4426,4
38044,11169,3
30786,10806,4
33922,10392,5
18131,11061,4
21896,8252,4
24720,3172,5
25385,11796,3
27045,10492,5
39986,3372,5
16174,7337,3
27280,11842,5
29623,10558,4
12490,9855,5
38818,8549,4
31143,6009,5
7728,4711,4
24198,7161,5
40564,7091,5
4878,1410,2
26107,11295,3
10627,7801,1
29390,3410,2
3212,3899,5
29294,4695,5
34502,8152,1
14938,8170,4
8723,10545,2
27989,4668,4
17039,8905,5
32444,10039,2
22501,2171,5
16186,3842,3
11097,5686,5
4958,9641,5
10782,307,5
26251,1614,3
12803,1825,4
23158,3108,5
29149,10894,3
18383,1110,2
7224,11785,5
2415,56,5
6578,2643,5
29196,11064,5
4451,10983,5
32765,2913,3
24312,8572,5
34343,6036,5
6582,8706,4
39912,6621,5
6648,2399,5
16464,2575,3
21504,10358,4
10776,2194,5
12336,703,2
10409,9049,3
25314,6717,4
22177,7401,4
39587,1127,5
19056,8378,5
11496,3298,5
19441,4466,4
33407,10085,5
12265,2661,4
18567,10122,5
12871,10900,4
16839,3370,4
14002,8033,4
6012,5605,3
7315,8623,3
19752,1716,2
5889,7471,3
11719,719,5
10352,8362,4
29806,5285,4
36258,3068,5
3637,4426,3
33696,5283,4
32927,5698,5
5527,6213,3
9495,7270,5
13349,5685,5
6090,5522,4
12876,5125,4
31459,12058,5
16431,3615,1
38974,6513,4
37445,11514,1
16202,7477,2
21507,3900,5
25814,2797,5
24285,552,5
8460,19,3
30495,7430,3
34067,4890,5
12806,10068,4
15749,8992,4
3914,745,4
17113,4450,3
13421,9853,5
4554,7503,1
34138,4593,4
27407,3782,2
4699,8019,3
21447,5063,3
35799,7558,5
27007,11817,4
23136,3827,4
19942,4313,4
10490,9422,5
40069,1282,5
31773,4863,5
10957,9815,5
26722,5786,3
34470,8125,4
8919,2382,5
27300,2483,3
31260,6149,5
34543,8416,3
1170,2618,5
12732,1720,5
3636,6565,2
22574,3640,2
13793,7167,4
8056,3320,1
8284,2593,3
35922,4617,5
28296,7161,1
27557,756,5
18057,1883,4
25067,11593,1
6500,10903,4
15808,10219,4
13820,11541,4
14433,9562,4
39204,3281,5
9098,3561,4
13235,2279,4
28478,8730,5
21137,4397,1
32460,7455,3
24543,3595,5
28473,7052,5
12309,7380,3
30197,5804,5
21851,9078,4
16635,10451,3
25432,8742,3
5958,4287,3
34072,9758,4
33128,1655,4
16295,30,5
37056,5671,5
12002,3203,4
24813,9550,2
26159,7539,3
14207,9318,4
31691,4663,4
18478,8171,4
25590,9932,3
34698,4215,5
17539,8310,5
29143,1939,4
21891,1843,4
26159,8787,3
25224,10328,5
28096,7626,4
16891,4623,5
6319,10044,5
24070,3079,3
22541,6693,1
16718,1907,3
28166,10305,5
20057,3814,5
27910,3740,3
22222,4760,4
8857,10348,4
25404,1880,1
7319,10241,3
21146,9074,5
27342,9080,5
25342,3131,1
17673,11067,3
5482,4054,3
38472,7368,3
13921,12036,5
31773,3803,4
37542,1465,4
9583,7995,4
39937,5752,2
3592,1939,4
41061,6868,4
36555,180,2
33057,8632,5
26144,7147,3
4878,8214,4
29143,394,3
34823,1371,2
5282,7473,2
8771,2061,2
5765,7893,4
26159,9965,4
4878,7943,5
32219,4955,2
15332,5686,4
